"UNIVERSITY OF NORTHERN IOWA
14-170,Fraud,Unknown,02/26/2014 1706,02/01/2014 0001 - 02/26/2014 1300,Open
14-171,Fraud,Unknown,02/26/2014 1755,02/01/2014 0001 - 02/26/2014 1330,Open
14-173,Fraud,Unknown,02/27/2014 0803,02/01/2014 0001 - 02/26/2014 1000,Open
14-174,Fraud,Unknown,02/27/2014 0848,02/01/2014 0001 - 02/25/2014 0740,Open
14-175,Fraud,Unknown,02/27/2014 0900,02/01/2014 0001 - 02/26/2014 1702,Open
14-176,Fraud,Unknown,02/27/2014 1041,02/01/2014 0001 - 02/26/2014 0900,Open
14-177,Fraud,Unknown,02/27/2014 1136,02/01/2014 0001 - 02/26/2014 1630 ,Open
14-178,Fraud,Unknown,02/27/2014 1220,02/01/2014 0001 - 02/25/2014 1641,Open
14-179 ,Fraud,Unknown,02/27/2014 1300,02/01/2014 0001 - 02/26/2014 1410,Open
14-180,Fraud,Unknown,02/27/2014 1300,02/01/2014 0001 - 02/27/2014 0955,Open
14-181,Fraud,Unknown,02/27/2014 1350,02/01/2014 0001 - 02/27/2014 0800,Open
14-182,Fraud,Unknown,02/25/2014 1205,02/01/2014 0001 - 02/22/2014 0900,Open
14-183,Fraud,Unknown,02/27/2014 1554,02/01/2014 0001 - 02/27/2014 1400,Open
14-184,Fraud,Unknown,02/27/2014 1611,02/01/2014 0001 - 02/27/2014 1300,Open
14-185,Fraud,Unknown,02/27/2014 1724,02/01/2014 0001 - 02/26/2014 1830,Open
14-186,Fraud,Unknown,02/27/2014 1724,02/01/2014 0001 - 02/26/2014 1620,Open
14-187,Fraud,Unknown,02/27/2014 1724,02/01/2014 0001 - 02/27/2014 1620,Open
14-189,Fraud,Unknown,02/27/2014 2145,02/01/2014 0001 - 02/27/2014 1700,Open
14-190,Fraud,Unknown,02/28/2014 0625,02/01/2014 0001 - 02/27/2014 0300,Open
14-191,Assist - Warrant,E St,02/28/2014 0845,02/28/2014 0845,Closed
14-192,Fraud,Unknown,02/28/2014 0958,02/01/2014 0001 - 02/26/2014 1600,Open
14-193,Fraud,Unknown,02/28/2014 1034,02/01/2014 0001 - 02/26/2014 1200,Open
14-194,Fraud,Unknown,02/28/2014 1052,02/01/2014 0001 - 02/26/2014 1000,Open
14-195,Fraud - Assist,Unknown,02/28/2014 1117,02/01/2014 0001 - 02/27/2014 1700,Open Referral CFPD
14-197,Fraud,Unknown,02/28/2014 1258,02/01/2014 0001 - 02/27/2014 1400,Open
14-198,Fraud,Unknown,02/28/2014 1335,02/01/2014 0001 - 02/26/2014 1730,Open
14-199,Fraud,Unknown,02/28/2014 1430,02/01/2014 0001 - 02/24/2014 1000,Open
14-200,Fraud,Unknown,02/28/2014 1432,02/01/2014 0001 - 02/27/2014 1800,Open
14-201,Fraud,Unknown,02/28/2014 1559,02/01/2014 0001 - 02/24/2014 1630,Open
14-202,Fraud,Unknown,02/28/2014 1648,02/01/2014 0001 - 02/16/2014 2115,Open
14-203,Strikng Unattended Vehicle,Hagemann Parking lot,02/28/2014 1702,02/27/2014 0001 - 02/28/2014 1702,Open
14-205,Drug Law Violation,Dancer Hall,02/28/2014 2212,02/28/2014 2212,Open
14-206,Drug Law Violation,Hageman Hall,03/01/2014 1228,03/012014 1228,Open
14-209,Fraud,Unknown,03/01/2014 1839,02/01/2014 001 - 02/22/2014 1400,Open
14-210,Drug Law Violation,Noehren Hall,03/02/2014 0144,03/02/2014 0144,Closed
14-212,Fraud,Unknown,03/03/2014 1012,02/01/2014 0001 - 02/26/2014 1100,Open
14-213 ,Fraud,Unknown,03/03/2014 1132,02/01/2014 0001 - 03/02/2014 1700,Open
14-214,Fraud,Unknown,03/03/2014 1255,02/01/2014 0001 - 02/25/2014 1500,Open
14-215,Fraud,Unknown,03/03/2014 1318,02/01/2014 0001 - 02/27/2014 1300,Open
14-216,Fraud,Unknown,03/03/2014 1328,02/01/2014 0001 - 03/03/2014 1130,Open
14-217,Fraud,Unknown,03/03/2014 1329,02/01/2014 0001 - 02/28/2014 1900,Open
14-218,Fraud,Unknown,03/03/2014 1432,02/01/2014 0001 - 02/26/2014 0900,Open
14-219,Fraud,Unknown,03/03/2014 1443,02/01/2014 0001 - 02/01/2014 1600,Open
14-220,Fraud,Unknown,03/03/2014 1459,02/01/2014 0001 - 03/01/2014 1200,Open
14-221,Fraud,Unknown,03/03/2014 1507,02/01/2014 0001 - 03/03/2014 1315,Open
14-222,Fraud,Unknown,03/03/2014 1618,02/01/2014 0001 - 02/27/2014 1615,Open
14-223,Fraud,Unknown,03/03/2014 1820,02/01/2014 0001 - 03/03/2014 1400,Open
14-224,Fraud,Unknown,03/04/2014 0701,02/01/2014 0001 - 03/01/2014 1851,Open
14-225,Fraud,Unknown,03/04/2014 0810,02/01/2014 0001 - 02/28/2014 1330,Open
14-226,Fraud,Unknown,03/04/2014 0900,02/01/2014 0001 - 03/03/2014 1430,Open
14-227,Fraud,Unknown,03/04/2014 1213,02/01/2014 0001 - 02/24/2014 0900,Open
14-228,Fraud,Unknown,03/04/2014 0951,02/01/2014 0001 - 03/03/2014 1900,Open
14-229,Fraud,Unknown,03/04/2014 1228,02/01/2014 0001 - 02/17/2014 0600 ,Open
14-230,Fraud,Unknown,03/04/2014 1234,02/01/2014 0001 - 02/28/2014 1200,Open
14-231,Fraud,Unknown,03/04/2014 1331,02/01/2014 0001 - 02/25/2014 1300,Open
14-233,Fraud,Unknown,03/04/2014 1458,02/01/2014 0001 - 02/26/2014 1600,Open
14-234,Fraud,Unknown,03/04/2014 1458,02/01/2014 0001 - 02/26/2014 1330,Open
14-235 ,Fraud,Unknown,03/04/2014 1651,02/01/2014 0001- 02/25/2014 1600,Open
14-236,Fraud,Unknown,03/04/2014 1843,02/01/2014 0001 -02/28/2014 1500,Open
14-237,Drug Law Violation,Noehren Hall,03/04/2014 2012,03/04/2014 2012,Open
CFS14002102,Drug Law Violation,Noehren Hall,03/04/2014 2335,03/04/2014 2335,Unfounded
14-238,Fraud,Unknown,03/05/2014 0815,02/01/2014 0001 - 03/03/2014 1100,Open
14-239,Fraud,Unknown,03/05/2014 0832,02/01/2014 0001 - 02/28/2014 1215,Open
14-240,Fraud,Unknown,03/05/2014 0856,02/01/2014 0001 - 02/19/2014 1700,Open
14-241,Fraud,Unknown,03/05/2014 0910 ,02/01/2014 0001 - 02/26/2014 0900,Open
14-242,Fraud,Unknown,03/05/2014 0930,02/01/2014 0001 - 02/26/2014 1400,Open
14-243,Fraud,Unknown,03/05/2014 1005,02/01/2014 0001 - 03/05/2014 0830,Open
14-245,Fraud,Unknown,03/05/2014 1017,02/01/2014 0001 - 03/04/2014 1542,Open
14-246,Fraud,Unknown,03/05/2014 1224,02/01/2014 0001 - 03/04/2014 1900,Open
14-247,Fraud,Unknown,03/05/2014 1256,02/01/2014 0001 - 03/04/2014 1515,Open
14-248,Fraud,Unknown,03/05/2014 1505,02/01/2014 0001 - 02/27/2014 1300,Open
14-249,Fraud,Unknown,03/05/2014 1448,02/01/2014 0001- 03/03/2014 1800,Open
14-250,Fraud,Unknown,03/05/2014 1503,02/01/2014 0001 - 02/222014  2250,Open
14-251,Theft,Shull Hall,03/05/2014 1615,02/19/2014 1200 - 02/21/2014 1200,Open
CFS14002133,Drug Law Violation,Noehren Hall,03/05/2014 1906,03/05/2014 1906,Unfounded
14-252,Fraud,Unknown,03/06/2014 1000,02/01/2014 0001 - 03/04/2014 1530,Open
14-253,Fraud,Unknown,03/06/2014 1059,02/01/2014 0001 - 03/01/2014 1500,Open
14-254,Fraud,Unknown,03/06/2014 1247,02/01/2014 0001 - 03/05/2014 1630,Open
14-255,Fraud,Unknown,03/06/2014 1410,02/01/2014 0001 - 03/06/2014 0800,Open
14-256,Fraud,Unknown,03/06/2014 1436,02/01/2014 0001 - 02/18/2014 1000,Open
14-257,Traffic Criminal,North Dome Lot,03/06/2014 1410,03/06/2014 1410 ,Open
14-258,Fraud,Unknown,03/06/2014 1556,02/01/2014 0001 -02/22/2014 1200,Open
14-259,Fraud,Unknown,03/07/2014 1635,02/01/2014 0001 - 03/06/2014 0900,Open
CFS14002177,Drug Law Violation,Noehren Hall,03/06/2014 2216,03/06/2014 2216,Unfounded
14-260,Fraud,Unknown,03/07/2014 1300,02/01/2014 0001 - 02/26/2014 1730,Open
14-261,Fraud,Unknown,03/07/2014 1345,02/01/2014 0001 - 03/03/2014 1400,Open
14-262,Fraud,Unknown,03/07/2014 1345,02/01/2014 0001 - 02/26/2014 1000,Open
14-263,Fraud,Unknown,03/07/2014 1400,02/01/2014 0001 - 03/03/2014 1330,Open
14-264,Fraud,Unknown,03/07/2014 1432,02/01/2014 0001 - 03/07/2014 1400,Open
14-265,Fraud,Unknown,03/07/2014 1643,02/01/2014 0001 - 02/25/2014 1400,Open
14-266,Drug Law Violation,Bender Hall,03/07/2014 1757,03/07/2014 1757,Open
14-267,Drug Law Violation,Dancer Hall,03/07/2014 2113,03/07/2014 2113,Open
14-268,Drug Law Violation,Noehren Hall,03/04/2014 2335,03/04/2014 2335,Unfounded
14-269,Theft,Sabin Hall,03/07/2014 2319,03/07/2014 1400 - 03/07/2014 1415,Unfounded
14-271,Disorderly,Noehren Hall,03/09/2014 2107,03/09/2014 2107,Closed Referral DOR
14-272,Fraud,Unknown,03/10/2014 1003,02/01/2014 0001 - 03/10/2014 0900,Open
14-273,Fraud,Unknown,03/10/2014 1034,02/01/2014 0001 - 02/28/2014 1800,Open
14-274,Theft,Curris Business Building,03/10/2014 1105,02/19/2014 0900,Unfounded
14-275,Fraud,Unknown,03/10/2014 1222,02/01/2014 0001 - 03/10/2014 0900,Open
14-276,Fraud,Unknown,03/10/2014 1247,02/01/2014 0001 - 02/10/2014 0900,Open
14-277,Fraud,Off Campus,03/10/2014 1449,03/07/2014 0800 - 03/08/2014 1030,Open
14-278,Traffic Ciminal,Industrial Tech Parking lot,03/10/2014 1500,,Open
14-279,Fraud,Unknown,03/10/2014 1533,02/01/2014 0001 - 03/10/2014 1030,Open
14-280,Assist - Warrant,Jennings Drive,03/10/2014 1619,03/10/2014 1619 ,Closed
,Traffic Criminal,,,,Closed
14-281,Fraud,Unknown,03/10/2014 1651,02/01/2014 0001 -  03/07/2014 1134,Open
14-282,Fraud,Unknown,03/10/2014 1712,02/01/2014 0001 - 03/10/2014 1100,Open
14-283,Vandalism,North Dome Lot,03/10/2014 2203,03/10/2013 2203 ,Open
14-284,Fraud,Unknown,03/11/2014 0801 ,02/01/2014 0001 - 03/08/2014 2200,Open
14-285,Fraud,Unknown,03/11/2014 0801 ,02/01/2014 0001 - 02/11/2014 1430,Open
14-286,Fraud,Unknown,03/11/2014 1035 ,02/01/2014 0001 - 03/11/2014 0830,Open
14-287,Fraud,Unknown,03/11/2014 1131,02/01/2014 0001 - 03/07/2014 1100,Open
14-288,Fraud,Unknown,03/11/2014 1501,02/01/2014 0001 - 02/25/2014 1650,Open
14-289,Fraud,Unknown,03/11/2014 1743,02/01/2014 0001 - 03/10/2014 1800 ,Open
14-291,Vandalism,Maucker Union Plaza,03/12/2014 0743,03/11/2014 0730 - 03/12/2014  0743,Open
14-292,Fraud,Unknown,03/12/2014 0826,02/01/2014 0001 - 02/12/2014 1400,Open
14-293,Traffic Criminal,Shull Parking Lot,03/12/2014 0854,03/11/2014 1800 - 03/12/2014 0100,Open
14-294,Fraud,Unknown,03/12/2014 1219 ,02/01/2014 0001 - 03/04/2014 1400,Open
14-295,Fraud,Unknown,03/12/2014 1350,02/01/2014 0001 - 02/23/2014 1910,Open
14-296,Fraud,Unknown,03/12/2014 1522,02/01/2014 0001 - 02/22/2014 1700,Open
14-297,Fraud,Unknown ,03/12/2014 1555,03/09/2014 ,Open
14-298,Fraud,Unknown ,03/12/2014 1607,02/01/2014 0001 - 02/26/2014 1100,Open
14-299,Theft / Fraud,WRC,03/12/2014 1632,02/10/2014 ,Open / Unfounded
CFS14002417,Drug Law Violation,Rider Hall,03/12/2014 2332,03/12/2014 2332,Unfounded
14-302,Fraud,Unknown,03/13/2014 0728,02/01/2014 0001 - 02/26/2014 1700,Open
14-303,Fraud,Unknown,03/13/2014 0853,02/01/2014 0001 - 02/03/2014 1400,Open
14-304,Fraud,Unknown,03/13/2014 0944,02/01/2014 0001 - 03/04/2014 1000,Open
14-305,Fraud,Unknown,03/13/2014 0945,02/01/2014 0001 - 02/18/2014 1312,Open
14-306,Fraud,Unknown,03/13/2014 1005,02/01/2014 0001 - 02/25/2014 1730,Open
14-307,Fraud,Unknown,03/13/2014 1336,02/01/2014 0001 - 03/03/2014 1100,Open
14-309,Fraud,Unknown,03/13/2014 1547,02/01/2014 0001 - 02/15/2014 1000,Open
14-312,Liquor Law Violation - Assist,Off Campus,03/13/2014 2336,03/13/2014 2336,Closed
14-313,Theft,Performing Arts Center,03/14/2014 0033,03/14/2014 2100 - 03/14/2014 0015,Open
14-314,Liquor Law Violation,Towers Drive,03/14/2014 0230,03/14/2014 0230,Closed
14-315,Fraud,Unknown,03/14/2014 0755,02/01/2014 0001 - 03/13/2014 1400,Open
14-316,Fraud,Unknown,03/14/2014 1125,02/01/2014 0001 - 03/13/2014 1700,Open
14-317,Fraud,Unknown,03/14/2014 1518,02/01/2014 0001 - 02/05/2014 1830,Open
14-318,Drug Law Violation,Shull Hall,03/14/2014 1950,03/14/2014 1950,Closed
14-319,Drug Law Violation,31st St,03/14/2014 2123,03/14/2014 2123,Closed
14-320,Harassment,Panther Village,03/15/2014 1256,02/06/2014 0000 - 03/13/2014 0530,Open
14-322,Fraud,Unknown,03/17/2014 0833,02/01/2014 0001 - 03/04/2014 1400,Open
14-323,Fraud - Assist,Unknown,03/17/2014 1024,02/01/2014 0001 - 03/17/2014 1600,Open Referral CFPD
14-324,Traffic Criminal,Panther Village,03/17/2014 2217,03/17/2014 2217,Closed
14-325,Fraud,Unknown,03/18/2014 0948,02/01/2014 0001 - 02/10/2014 1200,Open
14-326,Fraud,Unknown,03/18/2014 1014,02/01/2014 0001 - 03/03/2014 1000,Open
14-327,Fraud,Unknown,03/18/2014 1055,02/01/2014 0001 - 03/12/2014 1100,Open
14-328,Fraud,Unknown,03/18/2014 1601,02/01/20140001 - 03/17/2014 1515,Open
14-329 ,Fraud,Unknown,03/19/2014 0902,02/01/2014 0001 - 02/19/2014 1900,Open
14-330,Vandalism,Dome Lot,03/19/2014 1640,03/18/2014 1605 - 03/19/2014 0930,Open
14-331,Fraud,Unknown,03/20/2014 0946,02/01/2014 0001 - 03/18/2014 1100,Open
14-332,Traffic Criminal,Off Campus,03/20/2014 1718,03/20/2014 1718,Closed
14-333,Vandalism,Communication Art Center,03/20/2014 1907,03/19/2014 1900 - 03/20/2014 1900,Open
14-334,Fraud,Unknown,03/21/2014 0831,02/01/2014 0001 - 02/14/2014 1300,
14-337,Fire,Dome,03/22/2014 1349,03/22/2014 1349,Unfounded
14-341,Drug Law Violation,Bender Hall,03/23/2014 2133,03/23/2014 2133,Closed
14-343,Theft,UNI Campus,03/24/2014 1118,0321/2014 1118,Closed
14-344,Trespassing,Lawther Hall,03/23/2014 1410,03/23/2014 1410,Open
14-345,Identity Theft,Unknown,03/24/2104 1433,02/01/2014 0001 - 03/15/2014 0800,Open
14-346,Fire,Noehren Hall,03/25/2014 0107,03/25/2014 0107,Open
14-347,Assist - Fraud,Unknown,03/25/2014 1020,02/01/2014 0001 - 03/24/2014 1400,Open CFPD
14-348,Theft,ROTH,03/25/2014 1041,11/15/2013 0001 - 03/24/2013 1530,Open
14-349,Assist - Fraud,Unknown,03/25/2014 1054,02/01/2014 0001 - 03/24/2014 1825,Open CFPD
14-350,Traffic Criminal,West Gym Lot,03/25/2014 1350,03/06/2014 1200,Open
14-351,Harassment,Rider Hall,03/25/2014 1550,02/17/2014 1200 - 03/25/2014 1550,Open
14-352,Harassment,Shull Hall,03/25/2014 1617,03/22/2014 1900 - 03/24/0900,Open
14-353,Theft,Wellness Rec Center,03/25/2014 2134,03/25/2014 1930 - 03/25/2014 2130,Open
14-354,Fraud,Unknown,03/26/2014 0829,02/01/2014 0001 - 03/26/2014 0800,Open
14-355,Assist - Harassment,Unknown,03/26/2013 1322,03/25/2014 1400,Open CFPD
14-358,Fraud,Unknown,03/27/2014 1442,02/01/2014 0001 - 03/20/2014 1500,Open
14-360,Fire,Noehren Hall,03/28/2014 0317,03/28/2014 0317,Open
14-361,Traffic Criminal,Jennings Drive,03/28/2014 0705 ,03/26/2014 1350,Closed
14-362,Fraud,Unknown,03/28/2014 1026,02/01/2014 0001 - 03/26/2014 2130,Open
14-363,Theft,Maucker Union Plaza,03/28/2014 0958,03/15/2014 0630 - 03/28/2014 0940,Open
14-364,Fraud,Unknown,03/28/2014 1533,02/01/2014 0001 - 03/28/2014 1100,Open
14-367,Vandalism,Maucker Union Plaza,03/28/2014 2237,03/28/2014 2237,Open
14-368,"Vandalism, Drug Law Violation, Traffic Criminal",31st St / 2300 Blk,03/30/2014 0052,03/30/2014 0052,Closed
14-369,Traffic Criminal,Bartlett Lot,03/30/2014 1102,03/18/2014 0630 - 03/18/2014 1500,Open
14-371,Sexual Assault,Bender Hall,03/31/2014 1844,03/30/2014 0015 - 03/30/2014 0200,Open
14-374,Drug Law Violation,Panther Village 3,04/01/2014 0005,04/01/2014 0005,Open
14-375,Fraud,Unknown,04/01/2014 1340 ,02/01/2014 0001 - 03/31/2014 1900,Open
14-377,Fraud,Unknown,04/02/2014 1705,02/01/2014 0001 - 03/31/2014 2116,Open
14-379,Fire,Library,04/03/2014 0729,04/03/2014 0729,Open
14-380,Traffic Criminal,North Dome Lot,04/03/2014 1428,04/02/2014 1800 - 04/03/2014 1425,Open
14-382,Fraud,Unknown,04/04/2014 1150,02/01/2014 0001 - 04/04/2014 1000,
14-385,Assualt,Hillside Courts,04/04/2014 1845,04/04/2014 1845,Open
14-387,Traffic Criminal - Assist,Off Campus,04/04/2014 2155,04/04/2014 2155,Closed
14-388,Vandalism,North Dome Lot,04/04/2014 1422,04/03/2014 1830 - 04/04/2014 1300,Open
14-390,Liquor Law Violation,Off Campus,04/05/2014 2326,04/05/2014 2326,Closed
14-391,Vandalism,Bender Field,04/06/2014 0204,04/06/2014 0204,Open
14-392,Harassment,Off Campus,04/06/2014 1318,04/06/2014 1230,Closed Referred to CFPD
14-393,Disorderly,Jennings Drive,04/06/2014 1512,04/06/2014 1512,Closed
14-394,Harassment,Hagemann Hall,04/06/2014 1625,03/09/2014 1200 - 04/05/2014 1943,Open
