14-104,Theft,Wellness Recreation ,02/19/2014 1506,01/25/2014 1700¶ÿ- 02/03/2014 0745,Open
14-122,Theft,Maucker Union,02/24/2014 1618,02/21/2014 1600 - 02/21/2014 2200,Open
14-251,Theft,Shull Hall,03/05/2014 1615,02/19/2014 1200 - 02/21/2014 1200,Open
14-269,Theft,Sabin Hall,03/07/2014 2319,03/07/2014 1400 - 03/07/2014 1415,Open
14-274,Theft,Curris Business Building,03/10/2014 1105,02/19/2014 0900,Unfounded
14-257,Traffic Ciminal,North Dome Lot,03/06/2014 1410,03/06/2014 1410 ,Open
14-278,Traffic Ciminal,Industrial Tech Parking lot,03/10/2014 1500,,Open
14-079,Traffic Criminal,Campbell Lot,02/07/2014 1315,02/06/2014 0700 - 02/06/2014 1530,Open
14-108,Traffic Criminal,Off Campus,02/20/2014 1202,02/20/2014 1202 ,Closed
14-063,Traffic Criminal - Assist,Off Campus,02/01/2014 0845,02/01/2014 0845,Closed
14-069,Vandalism,McLeod Center lot,02/03/2014 1522,02/03/2014 1050 -02/03/2014 1500,Open
14-102,Vandalism,Bartlett A lot,02/19/2014 1207,02/19/2104 0800 - 1207,Open
14-105,Vandalism,Lang Hall,02/19/2014 1651,2/19/14,Open
14-283,Vandalism,North Dome Lot,03/10/2014 2203,03/10/2013 2203 ,Open
14-291,Vandalism,Maucker Union Plaza,03/12/2014 0743,03/11/2014 0730 - 03/12/2014¶ÿ 0743,Open
14-091,Weapons Law Violation,Biological Reserve,02/13/2014 1154,02/13/2014 1154,Unfounded
14-093,Weapons Law Violation,E St,02/15/2014 0707,02/15/2014 0707,Unfounded
